feature	group	avgExpr	logFC	statistic	auc	pval	padj	pct_in	pct_out
CCL5	0	2.89855156812612	2.08802449006517	60480239	0.826403777841844	0	0	85.3517639777182	40.8106497119014
BCL2	0	2.07026221484678	1.15063605536534	56939255.5	0.77801967437169	0	0	90.0350732411801	53.9241009338367
TCF7	0	1.57404134138891	1.07793447853152	58953926	0.805548191782253	0	0	86.7134309882401	32.214053910855
SIDT1	0	1.56062067663145	1.06926704592734	59113961.5	0.807734921596413	0	0	85.0422942025995	38.6383204185708
KLRD1	0	1.81333979380926	1.05469623543616	55524644	0.75869038091803	0	0	86.4864864864865	39.8701900788132
RPS24	0	4.42649326400543	0.995683678046423	61337085	0.838111746975839	0	0	99.9793686816588	89.9662229286708
RPL12	0	3.40766985091939	0.9942171391293	58082599.5	0.793642360667173	0	0	99.8968434082938	81.76700443738
RPS7	0	3.94480365957539	0.986719570051034	60110111	0.821346337882239	0	0	99.9587373633175	86.7872044506259
NKG7	0	2.13734414163145	0.976847523169339	52076004	0.711568061768191	0	0	92.6965133072003	51.6391814027419
RPS20	0	3.78807442016219	0.973799724948186	56528046.5	0.772400902410776	0	0	99.9381060449763	86.0917941585535
RIPOR2	0	1.94286735122759	0.953971574837444	56062279	0.766036641489189	0	0	93.1091396740252	62.5206967348831
RPS16	0	4.03108535529419	0.935845076586723	59823548	0.817430732558826	0	0	99.9793686816588	88.2177627657461
RPS3A	0	3.76088151277816	0.909121315414916	58329499	0.79701600275128	0	0	99.9381060449763	87.25743426717
RPLP1	0	4.27103084381569	0.90825264913002	58331292.5	0.797040509188425	0	0	99.9793686816588	90.6947479965561
RPL13	0	3.98799756633762	0.905851560320583	57528862	0.786076075058865	0	0	99.9793686816588	88.1912709450957
RPL21	0	3.60978199188179	0.903798576072676	58198140.5	0.795221116314875	0	0	99.9793686816588	85.7474004900987
LEF1	0	1.60941400004595	0.901106686081668	55645801.5	0.760345880588159	0	0	85.8262842995668	51.5994436717663
FGF13	0	1.23993034839004	0.892865078995903	56010911	0.765334747615056	0	0	72.9936042913142	25.9354924167163
