feature	group	avgExpr	logFC	statistic	auc	pval	padj	pct_in	pct_out
IGKC	B1	2.99218608838009	2.94440330933598	172924951.5	0.865735539483935	0	0	74.5296167247387	4.96573128152076
EBF1	B1	2.48192067946262	2.47435947546025	179251706	0.897409951838707	0	0	79.6864111498258	0.630774314984841
LY6D	B1	2.19170390601149	2.14569152194207	175222497.5	0.877238027751507	0	0	77.1428571428572	2.09635472793368
BANK1	B1	2.27554779508876	2.09929152946587	174127920	0.871758109242063	0	0	79.3031358885017	15.6730893572999
CD79A	B1	2.04975143639319	2.04469618142022	178875922	0.895528617993316	0	0	79.2682926829268	0.567553199132147
IGHM	B1	2.59910021678127	1.92695057633496	169916161	0.850672260043248	0	0	84.1114982578397	54.2106700001437
MS4A1	B1	1.81912563543756	1.81561802301143	175095234.5	0.876600895278687	0	0	75.4703832752613	0.43105306263201
CD79B	B1	1.80640537815548	1.73461178841731	174151556	0.871876441067712	0	0	77.4912891986063	11.2777849619955
AFF3	B1	1.89936889082609	1.49435516009392	164178842	0.821948811422496	0	0	78.5714285714286	27.498311708838
PAX5	B1	1.46886497935744	1.466189244124	173507352.5	0.868651285531902	0	0	73.8675958188153	0.293116082589767
IGLC1	B1	1.48616053152747	1.46487629546262	171470130.5	0.858452089453373	0	0	72.7526132404181	1.31327499748552
IGHD	B1	1.35582639004312	1.32284194371266	163512450.5	0.818612573362252	0	0	65.8188153310105	4.83928904981537
BACH2	B1	2.09785401667061	1.30409277970052	155022007	0.776105817569232	0	0	79.0940766550523	58.0901475638318
RALGPS2	B1	1.53989252141502	1.29867217390068	164029771.5	0.821202501369382	0	0	75.7491289198606	28.3446125551389
KLF2	B1	1.70513454712159	1.2033668592103	158336615.5	0.792700151429291	0	0	81.0104529616725	35.9857465120623
RIPOR2	B1	1.90770443812431	1.17089290834511	158211877	0.792075657672577	0	0	87.4216027874564	50.9590930643562
CD24	B1	1.21864753525989	1.14412513522359	162587710.5	0.813982933302574	0	0	67.2473867595819	6.91265428107533
HLA-DMB	B1	1.28865197063567	1.11601858258762	160414164	0.803101239044756	0	0	70.2787456445993	19.9606304869463
IKZF3	B1	1.61983435633149	1.11100420256231	154872921.5	0.775359432419766	0	0	77.1080139372822	35.8047042257569
SYK	B1	1.74137335047048	1.09210717646968	164290146.5	0.822506048886023	0	0	88.7456445993031	56.0498297340403
CD55.1	B1	1.14432070086597	1.07366969698925	160284738	0.802453277677925	0	0	65.0871080139373	7.77476040633935
FCMR	B1	1.0342086917888	1.03251075967505	161776035.5	0.80991934451498	0	0	62.1254355400697	0.288805551963447
BTLA	B1	1.14881867337975	1.0160770344506	157901000	0.79051927575676	0	0	66.411149825784	13.8008822219349
CD37	B1	2.04149573936476	1.01357153737427	162509309	0.813590422191192	0	0	89.6864111498258	75.3768122189175
FCRLA	B1	1.026489305031	0.994814184750312	161222736.5	0.807149295403467	0	0	63.6933797909408	3.50877192982456
FOXP1	B1	2.44293935008969	0.973664621031955	154181198.5	0.771896374142844	0	0	89.2682926829268	85.995085995086
VPREB3	B1	0.972468036267388	0.970245442711283	151804448	0.759997354605827	0	0	52.1951219512195	0.323289796974008
CD74	B1	3.70068377216636	0.967294604440489	127832910	0.639985683631383	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000347862034242866	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103146271484518	88.397212543554	79.2174950069687
BCL11A	B1	1.05827687764953	0.966512876992586	157984354	0.790936581180484	0	0	64.006968641115	7.67418135839188
S100A9	B1	0.976433588694586	0.95531054272797	117116699.5	0.586335795642599	0	0	19.1289198606272	2.24866014339699
LYZ	M1	4.67650869206283	3.18751283891052	560867292	0.912319253388165	0	0	99.653485527925	61.2911978293831
IFITM3	M1	3.45677583424527	2.08207989856512	548368635	0.891988658994019	0	0	99.6331023236853	61.1539382331817
APOE	M1	3.46307165040647	1.96585174046438	490164109.5	0.797311878933234	0	0	95.9335507541786	59.0359907429575
CD74	M1	4.40499916200674	1.88908189196085	496095706	0.806960346168652	0	0	98.399918467183	76.6339478094326
PRDX5	M1	3.09627973225773	1.84245689258234	571585076	0.929753040018845	0	0	99.5209947003669	76.5525496768015
PLAC8	M1	3.12199632909812	1.84116325896779	501037346	0.814998528069466	0	0	93.5690990623726	56.392945495172
CYBB	M1	2.61066634940793	1.77363875698971	546262146	0.888562196978562	0	0	98.8585405625764	44.0826749660841
TGFBI	M1	2.16669528795939	1.74378441429903	557254467	0.906442551619965	0	0	95.5462698736241	27.7152661399729
LGALS3	M1	2.44739576220966	1.63451671049291	529126227.5	0.860688529544162	0	0	98.2878108438646	43.3389194796904
CEBPB	M1	2.67289244120065	1.54832194110685	535653149.5	0.871305366523065	0	0	98.7668161434978	66.8150985555822
FTL	M1	3.81790087449881	1.50353747396581	538370077	0.875724781425066	0	0	99.9490419894007	91.9016838241162
IFI30	M1	2.68788928540686	1.48853313553686	530899239.5	0.863572550429602	0	0	98.7566245413779	63.3804165669141
CSTB	M1	2.51825871725059	1.47251216803113	535347365.5	0.87080797144484	0	0	98.542600896861	67.8062405235017
FTH1	M1	4.6661550392848	1.47093369483428	540947188	0.879916767688046	0	0	100	96.9068709600191
FCER1G	M1	3.73397178863687	1.4603662043677	537622965.5	0.874509513186751	0	0	99.928658785161	78.8237171813902
